200980,QD,20,10,2017,	   0.1390
200980,QD,21,10,2017,	   0.5960
200980,QD,22,10,2017,	   0.4060
200980,QD,23,10,2017,	   0.3190
200980,QD,24,10,2017,	   0.3500
200980,QD,25,10,2017,	   0.4380
200980,QD,26,10,2017,	   0.4700
200980,QD,27,10,2017,	   0.5880
200980,QD,28,10,2017,	   0.5020
200980,QD,29,10,2017,	   0.6540
200980,QD,30,10,2017,	   0.6980
200980,QD,31,10,2017,	   0.5700
200980,QD,01,11,2017,	   0.4970
200980,QD,02,11,2017,	   0.5500
200980,QD,03,11,2017,	   0.4860
200980,QD,04,11,2017,	   0.3560
200980,QD,05,11,2017,	   0.3030
200980,QD,06,11,2017,	   0.2940
200980,QD,07,11,2017,	   0.2900
200980,QD,08,11,2017,	   0.2910
200980,QD,09,11,2017,	   0.3530
200980,QD,10,11,2017,	   0.3700
200980,QD,11,11,2017,	   0.3460
200980,QD,12,11,2017,	   0.3710
200980,QD,13,11,2017,	   0.3910
200980,QD,14,11,2017,	   0.3370
200980,QD,15,11,2017,	   0.3140
200980,QD,16,11,2017,	   0.2830
200980,QD,17,11,2017,	   0.2610
200980,QD,18,11,2017,	   0.2480
200980,QD,19,11,2017,	   0.2350
200980,QD,20,11,2017,	   0.2400
200980,QD,21,11,2017,	   0.2840
200980,QD,22,11,2017,	   0.3290
200980,QD,23,11,2017,	   0.2970
200980,QD,24,11,2017,	   0.2930
200980,QD,25,11,2017,	   0.2850
200980,QD,26,11,2017,	   0.2690
200980,QD,27,11,2017,	   0.2560
200980,QD,28,11,2017,	   0.2770
200980,QD,29,11,2017,	   0.2920
200980,QD,30,11,2017,	   0.2690
200980,QD,01,12,2017,	   0.2580
200980,QD,02,12,2017,	   0.2450
200980,QD,03,12,2017,	   0.2350
200980,QD,04,12,2017,	   0.2400
200980,QD,05,12,2017,	   0.2690
200980,QD,06,12,2017,	   0.2630
200980,QD,07,12,2017,	   0.2550
200980,QD,08,12,2017,	   0.2550
200980,QD,09,12,2017,	   0.2450
200980,QD,10,12,2017,	   0.2350
200980,QD,11,12,2017,	   0.2440
200980,QD,12,12,2017,	   0.2410
200980,QD,13,12,2017,	   0.2000
200980,QD,14,12,2017,	   0.1510
200980,QD,15,12,2017,	   0.1520
200980,QD,16,12,2017,	   0.1470
200980,QD,17,12,2017,	   0.1530
200980,QD,18,12,2017,	   0.1760
200980,QD,19,12,2017,	   0.1850
200980,QD,20,12,2017,	   0.2020
200980,QD,21,12,2017,	   0.2270
200980,QD,22,12,2017,	   0.2450
200980,QD,23,12,2017,	   0.2480
200980,QD,24,12,2017,	   0.2500
200980,QD,25,12,2017,	   0.2330
200980,QD,26,12,2017,	   0.2090
200980,QD,27,12,2017,	   0.2050
200980,QD,28,12,2017,	   0.2930
200980,QD,29,12,2017,	   0.3420
200980,QD,30,12,2017,	   0.3230
200980,QD,31,12,2017,	   0.3750
200980,QD,01,01,2018,	   0.4150
200980,QD,02,01,2018,	   0.4360
200980,QD,03,01,2018,	   0.5970
200980,QD,04,01,2018,	   0.6980
200980,QD,05,01,2018,	   0.6150
200980,QD,06,01,2018,	   0.5520
200980,QD,07,01,2018,	   0.4800
200980,QD,08,01,2018,	   0.4310
200980,QD,09,01,2018,	   0.4010
200980,QD,10,01,2018,	   0.3780
200980,QD,11,01,2018,	   0.3660
200980,QD,12,01,2018,	   0.3540
200980,QD,13,01,2018,	   0.3310
200980,QD,14,01,2018,	   0.3150
200980,QD,15,01,2018,	   0.3100
200980,QD,16,01,2018,	   0.3160
200980,QD,17,01,2018,	   0.3320
200980,QD,18,01,2018,	   0.3450
200980,QD,19,01,2018,	   0.3450
200980,QD,20,01,2018,	   0.3360
200980,QD,21,01,2018,	   0.3270
200980,QD,22,01,2018,	   0.3200
200980,QD,23,01,2018,	   0.3210
200980,QD,24,01,2018,	   0.3250
200980,QD,25,01,2018,	   0.3210
200980,QD,26,01,2018,	   0.3080
200980,QD,27,01,2018,	   0.3030
200980,QD,28,01,2018,	   0.3040
200980,QD,29,01,2018,	   0.3050
200980,QD,30,01,2018,	   0.3140
200980,QD,31,01,2018,	   0.3030
200980,QD,01,02,2018,	   0.3230
200980,QD,02,02,2018,	   0.3050
200980,QD,03,02,2018,	   0.2940
200980,QD,04,02,2018,	   0.3050
200980,QD,05,02,2018,	   0.2790
200980,QD,06,02,2018,	   0.2610
200980,QD,07,02,2018,	   0.2510
200980,QD,08,02,2018,	   0.2430
200980,QD,09,02,2018,	   0.2400
200980,QD,10,02,2018,	   0.2380
200980,QD,11,02,2018,	   0.2320
200980,QD,12,02,2018,	   0.2310
200980,QD,13,02,2018,	   0.2250
200980,QD,14,02,2018,	   0.2170
200980,QD,15,02,2018,	   0.2090
200980,QD,16,02,2018,	   0.2320
200980,QD,17,02,2018,	   0.2320
200980,QD,18,02,2018,	   0.2260
200980,QD,19,02,2018,	   0.2230
200980,QD,20,02,2018,	   0.2190
200980,QD,21,02,2018,	   0.2150
200980,QD,22,02,2018,	   0.2090
200980,QD,23,02,2018,	   0.1990
200980,QD,24,02,2018,	   0.1820
200980,QD,25,02,2018,	   0.1710
200980,QD,26,02,2018,	   0.1700
200980,QD,27,02,2018,	   0.1600
200980,QD,28,02,2018,	   0.1560
200980,QD,01,03,2018,	   0.1540
200980,QD,02,03,2018,	   0.1550
200980,QD,03,03,2018,	   0.1580
200980,QD,04,03,2018,	   0.1610
200980,QD,05,03,2018,	   0.1700
200980,QD,06,03,2018,	   0.2110
200980,QD,07,03,2018,	   0.2990
200980,QD,08,03,2018,	   0.2850
200980,QD,09,03,2018,	   0.2510
200980,QD,10,03,2018,	   0.2400
200980,QD,11,03,2018,	   0.2450
200980,QD,12,03,2018,	   0.3550
200980,QD,13,03,2018,	   0.5000
200980,QD,14,03,2018,	   0.4390
200980,QD,15,03,2018,	   0.4040
200980,QD,16,03,2018,	   0.4070
200980,QD,17,03,2018,	   0.4070
200980,QD,18,03,2018,	   0.3530
200980,QD,19,03,2018,	   0.3160
200980,QD,20,03,2018,	   0.2930
200980,QD,21,03,2018,	   0.2760
200980,QD,22,03,2018,	   0.2610
200980,QD,23,03,2018,	   0.2640
200980,QD,24,03,2018,	   0.2690
200980,QD,25,03,2018,	   0.2610
200980,QD,26,03,2018,	   0.2690
200980,QD,27,03,2018,	   0.2840
200980,QD,28,03,2018,	   0.2920
200980,QD,29,03,2018,	   0.3150
200980,QD,30,03,2018,	   0.3020
200980,QD,31,03,2018,	   0.3040
200980,QD,01,04,2018,	   0.3260
200980,QD,02,04,2018,	   0.2940
200980,QD,03,04,2018,	   0.2860
200980,QD,04,04,2018,	   0.2820
200980,QD,05,04,2018,	   0.3010
200980,QD,06,04,2018,	   0.2730
200980,QD,07,04,2018,	   0.2600
200980,QD,08,04,2018,	   0.2550
200980,QD,09,04,2018,	   0.2650
